Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
08-06,,49,1761,1159,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,169,YES,,C,316,103,305
08-06,,49,1761,1159,1,69,MAUI: Review of Supplemental Petition,,170,NO,,C,152,38,157
08-06,,49,1761,1159,1,69,MAUI: Review of Supplemental Petition,,171,YES,,C,261,85,257
08-06,,49,1761,1159,1,70,MAUI: Emergency Management Agency,,172,NO,,C,182,52,164
08-06,,49,1761,1159,1,70,MAUI: Emergency Management Agency,,173,YES,,C,234,74,261
08-06,,49,1761,1159,1,71,MAUI: Approval of and Qualifications for Various Directors,,174,NO,,C,115,38,103
08-06,,49,1761,1159,1,71,MAUI: Approval of and Qualifications for Various Directors,,175,YES,,C,318,90,320
08-06,,49,1761,1159,1,72,MAUI: Office of Council Services' Attorneys,,176,NO,,C,159,50,142
08-06,,49,1761,1159,1,72,MAUI: Office of Council Services' Attorneys,,177,YES,,C,244,70,253
08-07,,50,1241,710,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,10,3,13
08-07,,50,1241,710,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,14,0,17
08-07,,50,1241,710,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,76,19,76
08-07,,50,1241,710,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,244,58,152
08-07,,50,1241,710,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,8,1,6
08-07,,50,1241,710,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,0,0,4
08-07,,50,1241,710,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,5,0,8
08-07,,50,1241,710,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,278,63,202
08-07,,50,1241,710,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,4,1,4
08-07,,50,1241,710,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,58,14,41
08-07,,50,1241,710,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,280,59,224
08-07,,50,1241,710,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,56,18,39
08-07,,50,1241,710,1,21,"State Representative, Dist 8",,61,"(D) SOUKI, Joe",,C,247,52,177
08-07,,50,1241,710,1,21,"State Representative, Dist 8",,62,"(R) REBOLLEDO, Gilbert (Gil)",,C,89,25,80
08-07,,50,1241,710,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,100,27,107
08-07,,50,1241,710,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,182,37,120
08-07,,50,1241,710,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,113,31,102
08-07,,50,1241,710,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,166,33,114
08-07,,50,1241,710,1,49,Councilmember (East Maui),,119,"CARROLL, Robert (Bob)",,C,204,43,147
08-07,,50,1241,710,1,49,Councilmember (East Maui),,120,"SINENCI, Shane",,C,116,25,103
08-07,,50,1241,710,1,50,Councilmember (West Maui),,121,"BALINBIN, Ernest Z. Kanamu",,C,104,23,73
08-07,,50,1241,710,1,50,Councilmember (West Maui),,122,"COCHRAN, Elle",,C,210,46,171
08-07,,50,1241,710,1,51,Councilmember (Wailuku-Waihee-Waikapu),,123,"ATAY, Alika",,C,138,38,155
08-07,,50,1241,710,1,51,Councilmember (Wailuku-Waihee-Waikapu),,124,"KANE, Dain P.",,C,197,38,106
08-07,,50,1241,710,1,52,Councilmember (Kahului),,125,"GUZMAN, Don S.",,C,206,38,176
08-07,,50,1241,710,1,52,Councilmember (Kahului),,126,"MEDEIROS, Vanessa A.",,C,111,29,83
08-07,,50,1241,710,1,53,Councilmember (South Maui),,127,"COUCH, Don",,C,174,35,134
08-07,,50,1241,710,1,53,Councilmember (South Maui),,128,"KING, Kelly Takaya",,C,159,36,121
08-07,,50,1241,710,1,54,Councilmember (Makawao-Haiku-Paia),,129,"FURTADO, Trinette K.",,C,121,31,120
08-07,,50,1241,710,1,54,Councilmember (Makawao-Haiku-Paia),,130,"WHITE, Mike",,C,206,40,133
08-07,,50,1241,710,1,55,Councilmember (Upcountry),,131,"GREIG-NAKASONE, Napua",,C,113,32,126
08-07,,50,1241,710,1,55,Councilmember (Upcountry),,132,"SUGIMURA, Yuki Lei Kashiwa",,C,220,35,126
08-07,,50,1241,710,1,56,Councilmember (Lanai),,133,"HOKAMA, Riki",,C,225,32,148
08-07,,50,1241,710,1,56,Councilmember (Lanai),,134,"JOHNSON, Gabe",,C,91,33,85
08-07,,50,1241,710,1,57,Councilmember (Molokai),,135,"CRIVELLO, Stacy Helm",,C,200,35,139
08-07,,50,1241,710,1,57,Councilmember (Molokai),,136,"RAWLINS-FERNANDEZ, Keani",,C,102,29,95
08-07,,50,1241,710,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,155,30,140
08-07,,50,1241,710,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,162,42,107
08-07,,50,1241,710,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,116,23,92
08-07,,50,1241,710,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,198,48,140
08-07,,50,1241,710,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,168,NO,,C,68,14,60
08-07,,50,1241,710,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,169,YES,,C,236,58,176
08-07,,50,1241,710,1,69,MAUI: Review of Supplemental Petition,,170,NO,,C,115,27,97
08-07,,50,1241,710,1,69,MAUI: Review of Supplemental Petition,,171,YES,,C,195,45,142
08-07,,50,1241,710,1,70,MAUI: Emergency Management Agency,,172,NO,,C,135,25,90
08-07,,50,1241,710,1,70,MAUI: Emergency Management Agency,,173,YES,,C,183,48,152
08-07,,50,1241,710,1,71,MAUI: Approval of and Qualifications for Various Directors,,174,NO,,C,83,19,57
08-07,,50,1241,710,1,71,MAUI: Approval of and Qualifications for Various Directors,,175,YES,,C,237,55,191
08-07,,50,1241,710,1,72,MAUI: Office of Council Services' Attorneys,,176,NO,,C,126,21,89
08-07,,50,1241,710,1,72,MAUI: Office of Council Services' Attorneys,,177,YES,,C,180,50,148
09-01,,51,3786,2214,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,17,6,38
09-01,,51,3786,2214,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,23,4,28
09-01,,51,3786,2214,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,193,43,273
09-01,,51,3786,2214,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,660,100,754
09-01,,51,3786,2214,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,9,5,10
09-01,,51,3786,2214,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,2,0,2
09-01,,51,3786,2214,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,12,6,34
09-01,,51,3786,2214,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,761,114,834
09-01,,51,3786,2214,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,7,2,14
09-01,,51,3786,2214,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,117,31,195
09-01,,51,3786,2214,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,785,125,923
09-01,,51,3786,2214,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,88,28,138
09-01,,51,3786,2214,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,334,68,559
09-01,,51,3786,2214,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,376,60,372
09-01,,51,3786,2214,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,291,76,542
09-01,,51,3786,2214,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,396,46,343
09-01,,51,3786,2214,1,49,Councilmember (East Maui),,119,"CARROLL, Robert (Bob)",,C,599,85,642
09-01,,51,3786,2214,1,49,Councilmember (East Maui),,120,"SINENCI, Shane",,C,238,49,343
09-01,,51,3786,2214,1,50,Councilmember (West Maui),,121,"BALINBIN, Ernest Z. Kanamu",,C,287,53,336
09-01,,51,3786,2214,1,50,Councilmember (West Maui),,122,"COCHRAN, Elle",,C,539,77,635
09-01,,51,3786,2214,1,51,Councilmember (Wailuku-Waihee-Waikapu),,123,"ATAY, Alika",,C,314,55,480
09-01,,51,3786,2214,1,51,Councilmember (Wailuku-Waihee-Waikapu),,124,"KANE, Dain P.",,C,558,85,533
09-01,,51,3786,2214,1,52,Councilmember (Kahului),,125,"GUZMAN, Don S.",,C,563,90,767
09-01,,51,3786,2214,1,52,Councilmember (Kahului),,126,"MEDEIROS, Vanessa A.",,C,296,53,289
09-01,,51,3786,2214,1,53,Councilmember (South Maui),,127,"COUCH, Don",,C,511,84,643
09-01,,51,3786,2214,1,53,Councilmember (South Maui),,128,"KING, Kelly Takaya",,C,353,58,355
09-01,,51,3786,2214,1,54,Councilmember (Makawao-Haiku-Paia),,129,"FURTADO, Trinette K.",,C,250,50,335
09-01,,51,3786,2214,1,54,Councilmember (Makawao-Haiku-Paia),,130,"WHITE, Mike",,C,608,90,662
09-01,,51,3786,2214,1,55,Councilmember (Upcountry),,131,"GREIG-NAKASONE, Napua",,C,320,61,467
09-01,,51,3786,2214,1,55,Councilmember (Upcountry),,132,"SUGIMURA, Yuki Lei Kashiwa",,C,553,80,542
09-01,,51,3786,2214,1,56,Councilmember (Lanai),,133,"HOKAMA, Riki",,C,585,77,650
09-01,,51,3786,2214,1,56,Councilmember (Lanai),,134,"JOHNSON, Gabe",,C,236,55,306
09-01,,51,3786,2214,1,57,Councilmember (Molokai),,135,"CRIVELLO, Stacy Helm",,C,547,77,563
09-01,,51,3786,2214,1,57,Councilmember (Molokai),,136,"RAWLINS-FERNANDEZ, Keani",,C,245,53,374
09-01,,51,3786,2214,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,378,71,547
09-01,,51,3786,2214,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,412,65,443
09-01,,51,3786,2214,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,275,55,364
09-01,,51,3786,2214,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,501,79,580
09-01,,51,3786,2214,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,168,NO,,C,195,25,235
09-01,,51,3786,2214,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,169,YES,,C,578,109,700
09-01,,51,3786,2214,1,69,MAUI: Review of Supplemental Petition,,170,NO,,C,299,51,317
09-01,,51,3786,2214,1,69,MAUI: Review of Supplemental Petition,,171,YES,,C,488,84,623
09-01,,51,3786,2214,1,70,MAUI: Emergency Management Agency,,172,NO,,C,329,48,441
09-01,,51,3786,2214,1,70,MAUI: Emergency Management Agency,,173,YES,,C,464,92,524
09-01,,51,3786,2214,1,71,MAUI: Approval of and Qualifications for Various Directors,,174,NO,,C,239,29,210
09-01,,51,3786,2214,1,71,MAUI: Approval of and Qualifications for Various Directors,,175,YES,,C,580,115,760
09-01,,51,3786,2214,1,72,MAUI: Office of Council Services' Attorneys,,176,NO,,C,322,49,329
09-01,,51,3786,2214,1,72,MAUI: Office of Council Services' Attorneys,,177,YES,,C,452,91,609
09-02,,52,3546,2134,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,26,5,26
09-02,,52,3546,2134,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,31,7,29
09-02,,52,3546,2134,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,176,41,239
09-02,,52,3546,2134,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,721,149,601
09-02,,52,3546,2134,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,13,0,13
09-02,,52,3546,2134,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,3,0,4
09-02,,52,3546,2134,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,13,4,41
09-02,,52,3546,2134,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,803,157,649
09-02,,52,3546,2134,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,8,0,28
09-02,,52,3546,2134,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,128,32,152
09-02,,52,3546,2134,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,824,155,751
09-02,,52,3546,2134,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,118,32,135
09-02,,52,3546,2134,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,324,76,403
09-02,,52,3546,2134,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,389,75,341
09-02,,52,3546,2134,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,292,72,371
09-02,,52,3546,2134,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,396,77,322
09-02,,52,3546,2134,1,49,Councilmember (East Maui),,119,"CARROLL, Robert (Bob)",,C,631,102,504
09-02,,52,3546,2134,1,49,Councilmember (East Maui),,120,"SINENCI, Shane",,C,237,74,307
09-02,,52,3546,2134,1,50,Councilmember (West Maui),,121,"BALINBIN, Ernest Z. Kanamu",,C,298,55,259
09-02,,52,3546,2134,1,50,Councilmember (West Maui),,122,"COCHRAN, Elle",,C,565,121,529
09-02,,52,3546,2134,1,51,Councilmember (Wailuku-Waihee-Waikapu),,123,"ATAY, Alika",,C,301,95,385
09-02,,52,3546,2134,1,51,Councilmember (Wailuku-Waihee-Waikapu),,124,"KANE, Dain P.",,C,625,89,458
09-02,,52,3546,2134,1,52,Councilmember (Kahului),,125,"GUZMAN, Don S.",,C,608,113,614
09-02,,52,3546,2134,1,52,Councilmember (Kahului),,126,"MEDEIROS, Vanessa A.",,C,281,62,240
09-02,,52,3546,2134,1,53,Councilmember (South Maui),,127,"COUCH, Don",,C,490,93,499
09-02,,52,3546,2134,1,53,Councilmember (South Maui),,128,"KING, Kelly Takaya",,C,413,86,316
09-02,,52,3546,2134,1,54,Councilmember (Makawao-Haiku-Paia),,129,"FURTADO, Trinette K.",,C,269,81,281
09-02,,52,3546,2134,1,54,Councilmember (Makawao-Haiku-Paia),,130,"WHITE, Mike",,C,627,99,541
09-02,,52,3546,2134,1,55,Councilmember (Upcountry),,131,"GREIG-NAKASONE, Napua",,C,308,84,373
09-02,,52,3546,2134,1,55,Councilmember (Upcountry),,132,"SUGIMURA, Yuki Lei Kashiwa",,C,616,96,466
09-02,,52,3546,2134,1,56,Councilmember (Lanai),,133,"HOKAMA, Riki",,C,647,93,524
09-02,,52,3546,2134,1,56,Councilmember (Lanai),,134,"JOHNSON, Gabe",,C,223,77,262
09-02,,52,3546,2134,1,57,Councilmember (Molokai),,135,"CRIVELLO, Stacy Helm",,C,553,96,470
09-02,,52,3546,2134,1,57,Councilmember (Molokai),,136,"RAWLINS-FERNANDEZ, Keani",,C,251,65,288
09-02,,52,3546,2134,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,349,71,426
09-02,,52,3546,2134,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,475,110,379
09-02,,52,3546,2134,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,267,57,288
09-02,,52,3546,2134,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,548,110,499
09-02,,52,3546,2134,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,168,NO,,C,162,34,188
09-02,,52,3546,2134,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,169,YES,,C,636,138,597
09-02,,52,3546,2134,1,69,MAUI: Review of Supplemental Petition,,170,NO,,C,307,63,283
09-02,,52,3546,2134,1,69,MAUI: Review of Supplemental Petition,,171,YES,,C,510,109,504
09-02,,52,3546,2134,1,70,MAUI: Emergency Management Agency,,172,NO,,C,339,60,314
09-02,,52,3546,2134,1,70,MAUI: Emergency Management Agency,,173,YES,,C,498,116,484
09-02,,52,3546,2134,1,71,MAUI: Approval of and Qualifications for Various Directors,,174,NO,,C,217,45,177
09-02,,52,3546,2134,1,71,MAUI: Approval of and Qualifications for Various Directors,,175,YES,,C,645,134,625
09-02,,52,3546,2134,1,72,MAUI: Office of Council Services' Attorneys,,176,NO,,C,306,57,275
09-02,,52,3546,2134,1,72,MAUI: Office of Council Services' Attorneys,,177,YES,,C,513,109,499
09-03,,53,2350,1304,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,16,2,12
09-03,,53,2350,1304,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,17,3,12
09-03,,53,2350,1304,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,88,12,145
09-03,,53,2350,1304,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,469,46,441
09-03,,53,2350,1304,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,5,0,8
09-03,,53,2350,1304,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,1,0,1
09-03,,53,2350,1304,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,6,2,9
09-03,,53,2350,1304,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,519,49,498
09-03,,53,2350,1304,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,1,3,11
09-03,,53,2350,1304,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,58,8,85
09-03,,53,2350,1304,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,515,46,537
09-03,,53,2350,1304,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,65,13,66
09-03,,53,2350,1304,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,210,27,291
09-03,,53,2350,1304,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,265,27,240
09-03,,53,2350,1304,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,186,26,267
09-03,,53,2350,1304,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,279,28,222
09-03,,53,2350,1304,1,49,Councilmember (East Maui),,119,"CARROLL, Robert (Bob)",,C,405,39,383
09-03,,53,2350,1304,1,49,Councilmember (East Maui),,120,"SINENCI, Shane",,C,150,21,197
09-03,,53,2350,1304,1,50,Councilmember (West Maui),,121,"BALINBIN, Ernest Z. Kanamu",,C,220,19,167
09-03,,53,2350,1304,1,50,Councilmember (West Maui),,122,"COCHRAN, Elle",,C,316,40,380
09-03,,53,2350,1304,1,51,Councilmember (Wailuku-Waihee-Waikapu),,123,"ATAY, Alika",,C,184,32,249
09-03,,53,2350,1304,1,51,Councilmember (Wailuku-Waihee-Waikapu),,124,"KANE, Dain P.",,C,391,30,330
09-03,,53,2350,1304,1,52,Councilmember (Kahului),,125,"GUZMAN, Don S.",,C,368,46,425
09-03,,53,2350,1304,1,52,Councilmember (Kahului),,126,"MEDEIROS, Vanessa A.",,C,194,17,172
09-03,,53,2350,1304,1,53,Councilmember (South Maui),,127,"COUCH, Don",,C,336,32,362
09-03,,53,2350,1304,1,53,Councilmember (South Maui),,128,"KING, Kelly Takaya",,C,227,30,206
09-03,,53,2350,1304,1,54,Councilmember (Makawao-Haiku-Paia),,129,"FURTADO, Trinette K.",,C,168,29,194
09-03,,53,2350,1304,1,54,Councilmember (Makawao-Haiku-Paia),,130,"WHITE, Mike",,C,402,33,373
09-03,,53,2350,1304,1,55,Councilmember (Upcountry),,131,"GREIG-NAKASONE, Napua",,C,207,33,259
09-03,,53,2350,1304,1,55,Councilmember (Upcountry),,132,"SUGIMURA, Yuki Lei Kashiwa",,C,378,30,326
09-03,,53,2350,1304,1,56,Councilmember (Lanai),,133,"HOKAMA, Riki",,C,433,44,415
09-03,,53,2350,1304,1,56,Councilmember (Lanai),,134,"JOHNSON, Gabe",,C,129,17,144
09-03,,53,2350,1304,1,57,Councilmember (Molokai),,135,"CRIVELLO, Stacy Helm",,C,359,37,331
09-03,,53,2350,1304,1,57,Councilmember (Molokai),,136,"RAWLINS-FERNANDEZ, Keani",,C,168,20,204
09-03,,53,2350,1304,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,232,33,330
09-03,,53,2350,1304,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,283,25,216
09-03,,53,2350,1304,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,178,23,215
09-03,,53,2350,1304,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,321,35,308
09-03,,53,2350,1304,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,168,NO,,C,119,17,152
09-03,,53,2350,1304,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,169,YES,,C,383,45,377
09-03,,53,2350,1304,1,69,MAUI: Review of Supplemental Petition,,170,NO,,C,165,20,191
09-03,,53,2350,1304,1,69,MAUI: Review of Supplemental Petition,,171,YES,,C,338,41,346
09-03,,53,2350,1304,1,70,MAUI: Emergency Management Agency,,172,NO,,C,221,27,238
09-03,,53,2350,1304,1,70,MAUI: Emergency Management Agency,,173,YES,,C,299,35,306
09-03,,53,2350,1304,1,71,MAUI: Approval of and Qualifications for Various Directors,,174,NO,,C,144,11,134
09-03,,53,2350,1304,1,71,MAUI: Approval of and Qualifications for Various Directors,,175,YES,,C,380,51,410
09-03,,53,2350,1304,1,72,MAUI: Office of Council Services' Attorneys,,176,NO,,C,175,18,189
09-03,,53,2350,1304,1,72,MAUI: Office of Council Services' Attorneys,,177,YES,,C,328,41,344
09-04,,54,2502,1328,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,15,4,21
09-04,,54,2502,1328,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,26,5,23
09-04,,54,2502,1328,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,125,22,133
09-04,,54,2502,1328,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,462,61,388
09-04,,54,2502,1328,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,7,0,6
09-04,,54,2502,1328,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,1,0,4
09-04,,54,2502,1328,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,7,3,32
09-04,,54,2502,1328,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,523,70,409
09-04,,54,2502,1328,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,7,2,13
09-04,,54,2502,1328,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,76,17,86
09-04,,54,2502,1328,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,522,78,479
09-04,,54,2502,1328,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,72,12,78
09-04,,54,2502,1328,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,227,34,301
09-04,,54,2502,1328,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,280,40,211
09-04,,54,2502,1328,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,196,41,304
09-04,,54,2502,1328,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,304,27,197
09-04,,54,2502,1328,1,49,Councilmember (East Maui),,119,"CARROLL, Robert (Bob)",,C,416,55,306
09-04,,54,2502,1328,1,49,Councilmember (East Maui),,120,"SINENCI, Shane",,C,154,28,225
09-04,,54,2502,1328,1,50,Councilmember (West Maui),,121,"BALINBIN, Ernest Z. Kanamu",,C,184,18,190
09-04,,54,2502,1328,1,50,Councilmember (West Maui),,122,"COCHRAN, Elle",,C,356,63,319
09-04,,54,2502,1328,1,51,Councilmember (Wailuku-Waihee-Waikapu),,123,"ATAY, Alika",,C,193,35,286
09-04,,54,2502,1328,1,51,Councilmember (Wailuku-Waihee-Waikapu),,124,"KANE, Dain P.",,C,407,50,254
09-04,,54,2502,1328,1,52,Councilmember (Kahului),,125,"GUZMAN, Don S.",,C,407,51,380
09-04,,54,2502,1328,1,52,Councilmember (Kahului),,126,"MEDEIROS, Vanessa A.",,C,177,32,170
09-04,,54,2502,1328,1,53,Councilmember (South Maui),,127,"COUCH, Don",,C,348,46,317
09-04,,54,2502,1328,1,53,Councilmember (South Maui),,128,"KING, Kelly Takaya",,C,230,35,205
09-04,,54,2502,1328,1,54,Councilmember (Makawao-Haiku-Paia),,129,"FURTADO, Trinette K.",,C,163,27,219
09-04,,54,2502,1328,1,54,Councilmember (Makawao-Haiku-Paia),,130,"WHITE, Mike",,C,417,55,307
09-04,,54,2502,1328,1,55,Councilmember (Upcountry),,131,"GREIG-NAKASONE, Napua",,C,208,33,264
09-04,,54,2502,1328,1,55,Councilmember (Upcountry),,132,"SUGIMURA, Yuki Lei Kashiwa",,C,403,52,271
09-04,,54,2502,1328,1,56,Councilmember (Lanai),,133,"HOKAMA, Riki",,C,416,55,320
09-04,,54,2502,1328,1,56,Councilmember (Lanai),,134,"JOHNSON, Gabe",,C,149,22,185
09-04,,54,2502,1328,1,57,Councilmember (Molokai),,135,"CRIVELLO, Stacy Helm",,C,378,44,282
09-04,,54,2502,1328,1,57,Councilmember (Molokai),,136,"RAWLINS-FERNANDEZ, Keani",,C,145,31,212
09-04,,54,2502,1328,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,268,37,294
09-04,,54,2502,1328,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,279,47,229
09-04,,54,2502,1328,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,192,24,204
09-04,,54,2502,1328,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,335,55,311
09-04,,54,2502,1328,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,168,NO,,C,128,15,150
09-04,,54,2502,1328,1,68,MAUI: Withdrawal of Signature from Supplemental Petition,,169,YES,,C,401,63,360
